item_proposed	item_desired	date_proposed	date_reviewed	accepted	proposer_rate	counterparty_rate
4453	868	2022-01-17	2022-01-26	1	3	3
4456	3382	2022-01-17				
4458	1361	2022-01-26	2022-02-10	0		
4460	3924	2022-02-02	2022-02-14	0		
4462	652	2022-01-19	2022-01-24	1	3	1
4464	1146	2022-02-16				
4468	4206	2022-01-17	2022-02-04	0		
4472	1619	2022-02-03	2022-02-24	0		
4474	4124	2022-02-07	2022-02-08	1	4	3
4477	6763	2022-02-07				
4478	4988	2022-01-17	2022-02-24	1		3
4479	2268	2022-01-25				
4481	887	2022-02-01	2022-02-03	1	1	2
4485	495	2022-01-18	2022-02-01	1	4	5
4490	6879	2022-01-21	2022-02-01	1	5	1
4492	3020	2022-02-24				
4493	5880	2022-02-02	2022-02-09	1	4	3
4497	3643	2022-01-17	2022-02-18	1	1	1
4498	4661	2022-02-15				
4501	591	2022-01-17	2022-02-21	1	4	
4502	455	2022-01-19	2022-01-25	1	3	1
4507	6369	2022-02-11				
4509	3253	2022-01-18	2022-02-15	1	5	2
4510	4815	2022-02-07	2022-02-15	1	3	4
4518	6697	2022-01-20	2022-01-21	1	5	2
4520	6315	2022-02-04	2022-02-08	1	2	4
4522	6962	2022-01-17	2022-02-14	1	4	4
4527	7316	2022-01-24				
4531	1556	2022-01-18	2022-01-21	1	4	3
4533	2146	2022-01-18	2022-01-25	1	5	4
4536	853	2022-01-26	2022-02-21	1	3	1
4538	6886	2022-01-28				
4539	7425	2022-01-18	2022-02-21	1	4	4
4540	4893	2022-01-17	2022-01-27	1	5	2
4542	3988	2022-01-26	2022-02-07	1	5	3
4543	5918	2022-01-24	2022-02-25	1		3
4545	5727	2022-01-27	2022-01-31	1	5	3
4548	5344	2022-01-20	2022-02-08	1	5	4
4550	2674	2022-01-19				
4555	7403	2022-01-20	2022-01-31	1	2	5
4557	2503	2022-02-14				
4563	586	2022-02-01	2022-02-03	1	1	3
4564	6509	2022-01-19	2022-01-27	1	1	5
4565	5684	2022-01-19	2022-01-25	1	5	4
4571	5247	2022-01-24	2022-02-23	0		
4578	4431	2022-01-18	2022-02-11	0		
4578	4940	2022-02-17				
4579	1609	2022-01-18	2022-02-23	1	5	3
4584	6814	2022-01-27	2022-02-02	1	1	4
4586	6064	2022-01-19	2022-01-20	1	3	5
4587	699	2022-02-22	2022-02-24	0		
4589	3466	2022-01-20	2022-01-21	1	4	2
4590	3485	2022-02-21				
4591	3548	2022-02-01	2022-02-14	1	5	4
4593	7241	2022-01-24	2022-01-27	1	4	5
4594	7127	2022-01-31	2022-02-11	1	3	5
4595	2243	2022-01-25				
4597	6586	2022-01-17	2022-01-31	1	4	5
4599	5757	2022-02-09				
4600	3377	2022-02-01	2022-02-25	1	4	
4604	5657	2022-02-14				
4606	5385	2022-01-17	2022-01-18	1	4	2
4607	1616	2022-02-24				
4609	4585	2022-02-08				
4611	3806	2022-01-19				
4615	2412	2022-01-20				
4616	4553	2022-01-19				
4617	6516	2022-01-27	2022-02-09	1	4	1
4618	861	2022-01-27				
4619	5739	2022-01-17				
4620	2827	2022-02-23				
4622	6805	2022-02-04	2022-02-11	0		
4624	2254	2022-01-20	2022-02-16	0		
4625	771	2022-01-18	2022-02-10	1	4	5
4626	1320	2022-02-22				
4627	3945	2022-01-31				
4629	2477	2022-02-22	2022-02-23	1	5	4
4630	5069	2022-02-24				
4636	4488	2022-01-17	2022-02-17	1	4	1
4638	3554	2022-01-17				
4639	7242	2022-01-20	2022-01-21	0		
4640	4327	2022-01-18	2022-02-07	1	2	2
4641	4448	2022-01-31	2022-02-02	1	2	3
4642	5544	2022-01-19	2022-01-27	1	2	2
4643	83	2022-01-25	2022-02-01	1	4	3
4647	2538	2022-01-17	2022-02-14	1	5	4
4649	6049	2022-02-10	2022-02-15	0		
4657	5169	2022-01-17				
4658	2075	2022-01-18	2022-01-25	1	1	3
4659	183	2022-01-27	2022-02-18	1	3	5
4660	5438	2022-01-19	2022-02-01	0		
4663	2027	2022-01-26				
4665	555	2022-01-17	2022-02-15	1	3	4
4667	1794	2022-01-18	2022-01-27	1	5	3
4668	6415	2022-02-10				
4670	2804	2022-02-14	2022-02-21	1	4	1
4670	7125	2022-02-03	2022-02-10	0		
4671	5565	2022-01-19	2022-02-08	1	1	5
4672	7102	2022-01-24	2022-02-18	1	2	4
4673	2839	2022-01-31	2022-02-25	1		
4674	509	2022-01-17	2022-01-18	0		
4674	5291	2022-02-14	2022-02-15	1	1	5
4675	2461	2022-01-18				
4679	2066	2022-01-17				
4681	5776	2022-02-03				
4682	4907	2022-02-09				
4683	2210	2022-01-17	2022-01-21	0		
4685	4714	2022-02-11	2022-02-14	0		
4687	1331	2022-01-18	2022-02-17	1	5	1
4690	5666	2022-01-19	2022-01-27	1	2	4
4692	3557	2022-01-19				
4693	4167	2022-02-02	2022-02-17	1	5	3
4696	5650	2022-02-01	2022-02-04	1	4	3
4697	5711	2022-02-10				
4698	553	2022-01-28	2022-02-21	0		
4698	7245	2022-02-28				
4699	5266	2022-01-28	2022-02-14	1	2	2
4700	748	2022-01-27	2022-02-14	1		1
4705	2910	2022-02-09				
4706	496	2022-01-21	2022-02-09	1	1	1
4707	493	2022-02-09				
4711	7296	2022-01-20	2022-02-07	1	1	3
4721	1681	2022-01-25	2022-02-16	0		
4721	6282	2022-02-28				
4723	981	2022-01-24	2022-02-02	0		
4726	4027	2022-01-28				
4727	6769	2022-02-28				
4728	1374	2022-02-18	2022-02-22	1	4	1
4731	3866	2022-01-21	2022-02-03	1	5	4
4739	2443	2022-02-03				
4742	4610	2022-01-28				
4745	170	2022-02-10				
4746	6337	2022-01-17				
4748	420	2022-02-02				
4749	3825	2022-01-26	2022-02-09	0		
4750	1277	2022-01-17	2022-01-18	1	5	3
4751	219	2022-01-20	2022-01-25	1	3	5
4752	2059	2022-02-22	2022-02-24	0		
4753	4874	2022-01-17	2022-01-24	1	2	5
4754	6730	2022-02-01	2022-02-24	1		1
4756	4879	2022-02-17	2022-02-21	1	2	4
4758	3173	2022-02-10	2022-02-22	0		
4762	1985	2022-01-19	2022-02-03	1	4	3
4763	4090	2022-01-31				
4770	743	2022-01-25	2022-02-10	0		
4772	5208	2022-02-28				
4774	2405	2022-01-21	2022-02-02	1	2	3
4776	4093	2022-01-20	2022-02-09	1	4	4
4780	5832	2022-02-25				
4781	5950	2022-02-14				
4782	789	2022-01-18				
4784	6333	2022-01-17	2022-02-10	1	4	1
4785	5135	2022-01-25	2022-02-04	0		
4786	1424	2022-01-17				
4787	6059	2022-02-14				
4788	3378	2022-02-04	2022-02-09	0		
4793	6640	2022-02-09	2022-02-14	1	5	5
4796	1636	2022-02-01				
4797	5109	2022-02-10				
4798	7445	2022-01-21				
4801	5764	2022-01-20	2022-02-09	1	4	4
4802	4512	2022-01-21	2022-02-10	1	2	3
4803	2525	2022-01-18	2022-02-08	1	4	4
4807	1226	2022-01-17	2022-02-04	0		
4812	6112	2022-02-07	2022-02-18	1	4	5
4814	5362	2022-01-18				
4818	5937	2022-02-21	2022-02-28	1		
4819	851	2022-01-26	2022-02-07	1	1	2
4820	952	2022-01-17	2022-02-07	0		
4821	1364	2022-01-19	2022-01-26	0		
4824	5408	2022-01-17	2022-01-28	1	2	3
4825	263	2022-01-21				
4827	6857	2022-01-20				
4828	5228	2022-01-26	2022-01-27	1	2	5
4829	5259	2022-01-19				
4830	6265	2022-01-27	2022-02-03	1	3	4
4831	1158	2022-01-26	2022-02-23	1	2	
4832	244	2022-01-20	2022-01-26	1	1	3
4833	2289	2022-02-01	2022-02-07	0		
4833	4758	2022-01-25	2022-02-01	0		
4834	5246	2022-02-08				
4834	5676	2022-01-17	2022-02-01	0		
4841	5316	2022-02-01				
4843	5574	2022-01-25	2022-02-21	0		
4845	888	2022-01-18	2022-02-03	1	4	4
4846	987	2022-02-28				
4847	1256	2022-02-10	2022-02-23	1	1	1
4849	5625	2022-01-28	2022-02-02	0		
4850	494	2022-01-17	2022-01-27	0		
4853	4581	2022-01-27	2022-02-08	1	5	4
4858	4775	2022-01-19	2022-02-04	1	4	4
4860	4588	2022-01-27	2022-02-15	0		
4862	1590	2022-01-17				
4863	5054	2022-01-20	2022-02-28	0		
4864	6100	2022-01-18	2022-02-02	0		
4866	4541	2022-01-25	2022-02-08	0		
4867	5011	2022-01-18	2022-02-09	0		
4868	819	2022-01-19	2022-02-08	1	5	2
4869	2984	2022-01-21	2022-01-27	0		
4870	4773	2022-01-26	2022-02-09	0		
4873	2907	2022-01-17				
4878	6681	2022-01-20				
4882	1952	2022-02-07	2022-02-28	1		
4883	3194	2022-01-28				
4884	581	2022-01-17	2022-01-21	0		
4884	664	2022-02-23	2022-02-24	0		
4885	7094	2022-01-18	2022-02-04	1	1	3
4888	7426	2022-01-20	2022-02-02	1	2	2
4889	3808	2022-02-04	2022-02-11	1	1	4
4890	666	2022-01-17	2022-02-04	0		
4892	1222	2022-01-21	2022-01-24	1	5	4
4895	5068	2022-01-26				
4897	4927	2022-02-16				
4898	2846	2022-02-15				
4899	5274	2022-01-19	2022-01-21	1	4	2
4901	389	2022-01-19				
4903	4777	2022-01-26				
4905	2721	2022-01-25	2022-02-11	0		
4906	5082	2022-01-17	2022-02-02	0		
4911	2300	2022-01-18				
4914	2740	2022-01-24	2022-02-02	1	5	2
4920	5395	2022-02-16				
4922	3518	2022-01-18	2022-01-20	0		
4922	3719	2022-02-08	2022-02-14	1	3	1
4926	6593	2022-01-20				
4928	5118	2022-01-19				
4932	1654	2022-01-25				
4933	3048	2022-01-17	2022-01-21	0		
4934	7276	2022-01-18	2022-02-25	1		5
4935	5445	2022-02-11				
4938	6276	2022-01-20				
4939	3837	2022-01-26				
4942	7390	2022-02-03	2022-02-07	0		
4943	4460	2022-01-25	2022-01-27	0		
4944	5539	2022-02-10				
4947	914	2022-01-24	2022-01-27	1	1	2
4948	3957	2022-01-26	2022-02-23	1	2	4
4949	1767	2022-01-31	2022-02-08	0		
4949	6707	2022-02-21	2022-02-23	0		
4953	4865	2022-02-03	2022-02-15	1	5	3
4956	3927	2022-01-20				
4958	5183	2022-01-17				
4959	7189	2022-01-18	2022-02-15	0		
4961	6525	2022-01-19	2022-01-25	1	1	3
4962	2251	2022-01-24	2022-02-07	1	5	5
4963	3635	2022-01-25	2022-02-23	1	2	4
4967	5448	2022-02-03	2022-02-14	1	5	4
4970	2563	2022-01-27	2022-02-15	0		
4972	4620	2022-01-18	2022-02-16	0		
4981	4438	2022-01-25				
4983	5210	2022-01-28				
4986	4135	2022-01-17	2022-02-23	1	2	2
4987	6556	2022-02-21				
4991	5577	2022-02-03				
4995	5365	2022-01-24	2022-01-25	1	4	3
4999	1993	2022-01-21	2022-02-01	1	4	4
5003	6950	2022-01-20				
5004	4415	2022-01-18	2022-01-31	0		
5005	7076	2022-02-08	2022-02-15	1	5	2
5006	2128	2022-02-28				
5008	6140	2022-01-25	2022-02-18	1	5	1
5012	4404	2022-01-28	2022-02-15	1	5	3
5013	4551	2022-02-01	2022-02-08	1	2	1
5014	5263	2022-01-17	2022-02-07	0		
5016	7314	2022-01-18	2022-01-20	1	5	4
5018	7212	2022-01-26	2022-02-25	1		
5020	213	2022-01-19	2022-02-21	0		
5020	3789	2022-02-25				
5021	5534	2022-02-28				
5026	2329	2022-01-21	2022-02-16	0		
5030	953	2022-02-04	2022-02-07	0		
5030	1818	2022-02-14				
5035	2723	2022-01-21	2022-02-16	1	2	3
5040	3350	2022-01-18	2022-02-03	1	3	2
5041	2703	2022-01-18	2022-02-16	0		
5046	623	2022-01-20	2022-02-08	1	4	5
5047	4384	2022-01-25	2022-02-01	1	4	4
5051	2137	2022-02-25	2022-02-28	1		
5052	1810	2022-02-01	2022-02-15	1	3	1
5055	6824	2022-02-25				
5056	5331	2022-02-28				
5058	3322	2022-01-17	2022-01-27	0		
5060	2578	2022-02-02	2022-02-14	1	4	1
5061	4772	2022-01-27	2022-02-17	0		
5064	2127	2022-01-17	2022-01-21	1	3	4
5065	911	2022-01-20				
5066	4110	2022-01-18				
5070	2593	2022-01-27	2022-02-21	1	5	4
5070	3375	2022-01-17	2022-01-18	0		
5072	1352	2022-02-18	2022-02-22	0		
5073	4256	2022-02-02	2022-02-03	0		
5074	220	2022-01-28	2022-02-24	1		
5075	126	2022-02-11				
5076	6199	2022-01-20	2022-01-31	0		
5077	3211	2022-01-17	2022-01-31	1	1	5
5078	5760	2022-01-18	2022-02-01	1	2	2
5080	3145	2022-01-18	2022-01-28	0		
5081	683	2022-01-21	2022-01-27	0		
5081	3669	2022-02-09	2022-02-25	1	4	
5082	5388	2022-02-21				
5083	6332	2022-01-24				
5084	5099	2022-02-22				
5085	3418	2022-02-08				
5087	6025	2022-01-17	2022-02-09	0		
5088	7408	2022-02-02	2022-02-25	1	1	
5094	5476	2022-02-15				
5095	4506	2022-02-25				
5098	4389	2022-02-08				
5102	3145	2022-02-18				
5105	5354	2022-01-24				
5107	6202	2022-01-18	2022-02-02	0		
5108	1163	2022-01-19	2022-02-28	0		
5113	6006	2022-01-21				
5115	4592	2022-01-20	2022-02-10	1	4	4
5116	3144	2022-01-18				
5117	912	2022-02-11	2022-02-24	0		
5119	3071	2022-01-28	2022-02-11	0		
5120	1206	2022-01-18	2022-01-31	0		
5123	1336	2022-02-11	2022-02-17	0		
5123	5569	2022-01-20	2022-02-09	0		
5126	824	2022-01-25				
5128	1726	2022-02-10				
5135	3819	2022-02-14	2022-02-28	1		
5139	577	2022-01-25	2022-01-31	1	1	2
5140	2819	2022-01-27	2022-02-15	1	4	2
5143	7303	2022-02-14				
5145	6375	2022-02-11				
5151	6773	2022-02-04	2022-02-09	1	1	4
5155	6956	2022-02-15				
5156	5981	2022-01-17	2022-02-03	1	5	5
5163	3174	2022-01-19				
5165	1708	2022-01-18	2022-01-28	0		
5166	5181	2022-01-24				
5167	4931	2022-02-03	2022-02-09	0		
5170	3640	2022-02-16				
5171	4887	2022-01-19	2022-02-14	1	5	4
5173	992	2022-02-07	2022-02-15	0		
5173	5519	2022-01-17	2022-02-07	0		
5174	3594	2022-02-09				
5176	2284	2022-01-28				
5179	2619	2022-02-04				
5182	1817	2022-01-27	2022-01-28	0		
5185	390	2022-01-17	2022-01-25	1	2	3
5188	7381	2022-01-17				
5189	7137	2022-02-17	2022-02-21	1	1	4
5190	4740	2022-01-31	2022-02-02	1	4	1
5195	2749	2022-01-27	2022-02-07	0		
5196	5989	2022-01-25				
5196	6113	2022-01-17	2022-01-21	0		
5200	2505	2022-01-18	2022-02-08	1	2	1
5201	3549	2022-02-09	2022-02-17	1		1
5203	1604	2022-01-20				
5206	234	2022-01-17	2022-01-31	1	2	5
5207	3304	2022-02-23				
5207	6606	2022-01-31	2022-02-23	0		
5209	4253	2022-01-19	2022-01-20	0		
5215	6726	2022-02-08	2022-02-28	0		
5216	7264	2022-01-24				
5217	6756	2022-01-28				
5218	3190	2022-01-19	2022-02-15	1	3	1
5221	2061	2022-01-18				
5222	3179	2022-01-24				
5232	2401	2022-01-18	2022-02-21	1	4	5
5234	1366	2022-01-17	2022-02-16	1	1	5
5236	665	2022-01-21	2022-02-16	1	1	5
5237	4848	2022-01-28	2022-02-11	1	5	2
5238	909	2022-01-17	2022-01-20	0		
5238	1831	2022-02-02				
5240	4041	2022-02-21				
5244	166	2022-01-25				
5248	5430	2022-01-21	2022-01-26	1	5	5
5249	521	2022-01-19	2022-02-21	1	2	3
5251	412	2022-01-17	2022-01-31	1	5	5
5252	3440	2022-02-11				
5253	6434	2022-02-14				
5254	7	2022-01-26	2022-02-10	1	4	1
5256	6913	2022-02-16				
5257	4185	2022-01-17	2022-01-20	1	5	1
5258	4483	2022-01-19	2022-01-28	0		
5261	1318	2022-02-11	2022-02-18	1	1	1
5261	3135	2022-01-24	2022-01-31	0		
5264	2625	2022-02-01	2022-02-11	0		
5268	2553	2022-02-03				
5271	6158	2022-02-02	2022-02-11	0		
5272	4288	2022-01-21	2022-02-08	1	3	5
5273	1272	2022-02-23				
5273	4954	2022-01-18	2022-02-21	0		
5275	5550	2022-01-20	2022-01-28	0		
5277	322	2022-01-18	2022-01-20	1	1	4
5282	5742	2022-02-16	2022-02-17	0		
5285	3305	2022-01-27				
5290	551	2022-01-18	2022-02-23	0		
5292	698	2022-01-24	2022-01-31	1	4	5
5301	6616	2022-01-18	2022-02-11	0		
5308	129	2022-01-24	2022-02-15	0		
5308	3538	2022-02-24				
5309	2210	2022-02-21				
5309	2868	2022-01-26	2022-01-27	0		
5310	7266	2022-02-01	2022-02-08	1	3	2
5311	6406	2022-01-20	2022-02-25	1	1	5
5312	7182	2022-01-24				
5313	4380	2022-01-18	2022-02-04	0		
5318	5187	2022-01-27	2022-02-03	1	2	3
5319	2678	2022-01-28	2022-02-09	1	4	1
5320	3493	2022-02-15				
5326	4315	2022-01-20	2022-02-17	1	2	1
5330	1909	2022-01-21				
5334	5843	2022-02-15				
5336	1800	2022-02-18				
5338	6564	2022-01-20	2022-02-03	1	3	2
5339	2093	2022-01-17	2022-02-10	1	2	4
5340	6289	2022-02-01	2022-02-17	1		4
5343	3804	2022-01-28	2022-02-11	1	5	4
5346	2321	2022-01-19				
5348	328	2022-02-02				
5349	6545	2022-01-18	2022-02-17	1	4	5
5350	5960	2022-01-20	2022-02-03	0		
5355	1381	2022-01-17	2022-02-07	1	2	4
5356	3497	2022-01-25	2022-01-26	1	1	5
5358	4990	2022-02-17	2022-02-28	1		
5359	2659	2022-02-01				
5360	3813	2022-01-31				
5363	1333	2022-01-20	2022-01-21	0		
5363	5160	2022-02-01	2022-02-08	1	3	2
5366	2813	2022-01-21	2022-01-24	0		
5370	4494	2022-01-17	2022-02-10	1	5	3
5371	769	2022-01-24				
5372	650	2022-01-18	2022-02-17	1	4	5
5374	1938	2022-01-21				
5379	5701	2022-01-27	2022-02-10	1	4	5
5387	6646	2022-01-18				
5391	6261	2022-02-10	2022-02-25	0		
5397	6904	2022-01-21	2022-02-01	1	5	5
5398	2634	2022-02-03				
5402	6216	2022-01-25				
5404	164	2022-01-18	2022-02-03	1	1	4
5405	4528	2022-02-16				
5406	4881	2022-01-20	2022-01-26	1	5	4
5407	1510	2022-01-17	2022-01-27	1	5	1
5409	376	2022-01-21	2022-02-03	1	3	4
5411	6555	2022-01-24	2022-02-08	1	4	4
5412	1134	2022-01-19	2022-02-17	1	2	3
5413	5936	2022-01-26	2022-02-09	1	5	4
5414	7049	2022-01-25	2022-02-15	1	1	5
5415	4476	2022-01-26	2022-02-14	0		
5416	4413	2022-01-21				
5417	266	2022-02-03	2022-02-08	0		
5418	4869	2022-02-22				
5418	7005	2022-01-17	2022-02-10	0		
5419	5624	2022-01-25	2022-02-03	0		
5419	6057	2022-02-07				
5420	3916	2022-02-14	2022-02-22	1	3	2
5421	5410	2022-01-19	2022-02-21	1	2	1
5422	3270	2022-01-31	2022-02-03	1	5	1
5423	6420	2022-01-24	2022-02-16	1	4	2
5425	6794	2022-01-27	2022-02-21	1	1	4
5426	4875	2022-01-18	2022-02-16	1	5	3
5429	5165	2022-02-02	2022-02-08	0		
5432	3580	2022-01-19	2022-01-20	1	3	5
5435	4596	2022-02-25				
5441	3562	2022-02-15				
5442	4702	2022-01-28	2022-01-31	1	2	2
5444	3956	2022-01-17	2022-01-31	0		
5445	4104	2022-01-18	2022-01-31	0		
5446	3161	2022-01-21	2022-01-28	1	5	3
5449	6826	2022-01-19	2022-02-04	1	2	3
5450	125	2022-02-22				
5457	4470	2022-02-01	2022-02-18	1		4
5459	5560	2022-01-21	2022-02-17	0		
5460	3410	2022-01-18	2022-02-28	0		
5467	4799	2022-02-09				
5468	7334	2022-01-24	2022-02-01	1	1	2
5471	6656	2022-01-19				
5472	1978	2022-02-03	2022-02-10	0		
5474	1834	2022-01-26	2022-02-01	0		
5474	4621	2022-02-17				
5478	4577	2022-01-18	2022-02-15	0		
5480	993	2022-01-27	2022-02-01	0		
5480	5852	2022-02-14				
5482	1289	2022-02-03	2022-02-08	0		
5483	965	2022-01-25	2022-01-27	0		
5483	5896	2022-01-18	2022-01-21	0		
5484	2347	2022-02-25				
5485	3027	2022-01-18				
5486	2864	2022-01-17				
5487	3335	2022-02-07				
5492	4145	2022-01-25	2022-02-23	1		
5496	5353	2022-01-21				
5499	2589	2022-01-19				
5504	1465	2022-01-17	2022-02-11	0		
5506	2399	2022-02-03				
5506	3828	2022-01-18	2022-02-02	0		
5511	3968	2022-01-24	2022-01-25	1	1	2
5513	2307	2022-02-07				
5514	5580	2022-01-18	2022-01-24	1	3	1
5515	4198	2022-01-21	2022-02-02	0		
5516	4091	2022-01-19	2022-02-02	1	2	4
5518	5886	2022-01-28				
5519	3389	2022-02-14				
5520	1291	2022-01-20	2022-01-25	1	5	5
5521	1954	2022-02-09	2022-02-23	1	1	5
5521	6850	2022-01-18	2022-02-02	0		
5523	1468	2022-01-17	2022-02-02	1	3	4
5528	3734	2022-01-18	2022-02-15	0		
5529	1656	2022-02-23				
5531	3295	2022-01-18				
5532	1505	2022-01-28	2022-02-04	0		
5532	6345	2022-02-16				
5533	564	2022-01-26				
5543	6157	2022-01-17	2022-02-17	1	1	1
5545	7169	2022-02-14				
5547	5443	2022-01-18	2022-02-21	0		
5554	2613	2022-02-14	2022-02-23	1	3	4
5555	3685	2022-01-19	2022-01-25	0		
5556	2054	2022-02-09				
5556	7177	2022-01-18	2022-02-03	0		
5557	2902	2022-01-31	2022-02-04	0		
5558	5497	2022-01-21	2022-02-01	1	3	3
5559	2064	2022-01-19				
5561	6041	2022-01-24				
5562	3623	2022-01-18				
5563	6316	2022-01-19	2022-01-24	1	2	4
5571	3729	2022-01-17	2022-01-26	1	4	1
5576	1415	2022-01-19	2022-01-31	0		
5579	6743	2022-02-03	2022-02-14	1	3	3
5581	5959	2022-01-18	2022-01-25	1	5	3
5582	2530	2022-01-27	2022-02-23	0		
5584	7145	2022-02-07	2022-02-25	0		
5585	5865	2022-01-19	2022-02-22	0		
5588	1889	2022-01-21	2022-02-22	1	4	3
5590	4158	2022-01-20	2022-02-15	1	3	2
5592	6156	2022-01-19				
5593	1743	2022-01-25	2022-02-08	0		
5596	4107	2022-01-17	2022-02-15	1	5	2
5597	226	2022-01-18	2022-01-19	1	5	3
5599	2709	2022-02-16				
5610	2602	2022-02-28				
5613	3975	2022-01-17	2022-02-17	1	3	2
5614	3111	2022-02-17				
5616	6405	2022-02-03				
5620	1937	2022-02-03	2022-02-21	0		
5622	1231	2022-01-25				
5624	5373	2022-01-20	2022-01-24	0		
5625	3040	2022-02-18	2022-02-22	0		
5628	6	2022-01-21				
5629	7203	2022-01-19	2022-02-01	0		
5632	2326	2022-01-21	2022-02-08	0		
5633	1601	2022-01-18	2022-02-01	1	2	2
5639	464	2022-01-19				
5640	317	2022-01-17	2022-01-24	0		
5641	2348	2022-01-21	2022-01-24	1	2	3
5644	279	2022-01-27				
5646	4026	2022-01-31	2022-02-10	1	4	3
5649	6335	2022-01-18	2022-01-26	0		
5649	6834	2022-02-01	2022-02-11	1	5	1
5651	6510	2022-02-08	2022-02-24	1	2	5
5659	672	2022-02-11				
5662	3420	2022-01-24	2022-02-18	0		
5663	1212	2022-01-17				
5665	2481	2022-01-20				
5668	5813	2022-01-28				
5675	1875	2022-01-21	2022-02-15	0		
5677	2290	2022-02-07				
5678	6455	2022-01-25	2022-01-28	1	4	5
5682	445	2022-01-17				
5685	3140	2022-01-17	2022-02-14	1	4	5
5686	4154	2022-02-28				
5687	5982	2022-01-20	2022-02-09	1	5	1
5688	5381	2022-01-19	2022-02-07	1	4	5
5692	7237	2022-01-17	2022-02-21	0		
5693	6068	2022-01-26	2022-01-31	1	1	5
5695	981	2022-02-15	2022-02-18	1	4	5
5698	5307	2022-01-25	2022-02-02	1	2	5
5699	801	2022-01-28				
5700	3890	2022-01-18	2022-02-04	0		
5702	1168	2022-02-22				
5703	6253	2022-01-28				
5705	6054	2022-01-20	2022-01-27	1	5	5
5706	6449	2022-01-17	2022-01-20	1	4	4
5709	3940	2022-02-24				
5711	5977	2022-01-19	2022-02-03	0		
5712	5778	2022-02-14				
5715	5741	2022-01-21	2022-02-04	1	3	5
5716	2560	2022-01-19	2022-02-14	1	4	1
5719	1467	2022-01-24	2022-02-15	0		
5721	6699	2022-01-19	2022-02-09	0		
5726	488	2022-01-18				
5729	6435	2022-02-11	2022-02-14	1	4	5
5730	956	2022-01-27	2022-01-31	0		
5734	7179	2022-01-19	2022-02-10	0		
5740	18	2022-01-20	2022-01-24	1	4	3
5742	3493	2022-02-02	2022-02-08	0		
5745	865	2022-02-23				
5746	5071	2022-01-17	2022-01-21	1	5	1
5750	4572	2022-01-31				
5753	991	2022-01-18	2022-02-14	0		
5754	2960	2022-01-18	2022-01-20	0		
5754	7165	2022-02-07	2022-02-18	1	2	3
5755	1359	2022-01-19	2022-01-21	1	5	3
5756	6643	2022-01-20				
5759	891	2022-01-18	2022-02-17	0		
5761	1138	2022-01-21	2022-02-16	1	1	3
5767	626	2022-02-01	2022-02-24	1	5	
5769	5051	2022-01-19	2022-02-18	0		
5770	1431	2022-01-31				
5773	4997	2022-01-19				
5775	3726	2022-01-31	2022-02-23	0		
5777	22	2022-01-20	2022-01-26	1	2	2
5781	6152	2022-01-27	2022-02-01	0		
5784	2547	2022-02-02				
5785	6456	2022-01-19	2022-02-03	1	2	1
5789	1458	2022-02-25				
5794	3650	2022-01-24				
5795	5507	2022-01-19	2022-02-10	1	2	1
5797	5915	2022-02-08	2022-02-24	1	4	
5800	1490	2022-01-31	2022-02-23	1		4
5801	1229	2022-02-18				
5802	4347	2022-02-07	2022-02-15	0		
5803	3622	2022-01-18	2022-02-02	1	2	2
5805	6752	2022-01-19	2022-02-23	0		
5807	197	2022-02-02	2022-02-15	1	2	4
5810	4281	2022-01-25				
5812	4266	2022-01-17	2022-02-23	1	1	
5814	5337	2022-02-21				
5815	6119	2022-01-31				
5815	6803	2022-01-18	2022-01-21	0		
5816	4204	2022-01-24	2022-02-04	1	4	4
5817	4704	2022-01-19				
5818	4366	2022-02-01	2022-02-11	1	2	1
5820	3588	2022-01-28	2022-02-28	1		
5821	4322	2022-01-20				
5823	4206	2022-02-22				
5823	5090	2022-01-28	2022-02-07	0		
5824	693	2022-02-16				
5826	3125	2022-02-10				
5827	6447	2022-01-17				
5828	6597	2022-01-18	2022-02-24	1	2	
5829	3388	2022-02-21				
5831	6241	2022-01-18	2022-02-15	1	1	1
5833	2609	2022-01-19	2022-02-02	1	4	5
5839	2249	2022-01-20	2022-02-14	1	1	3
5840	1496	2022-02-11	2022-02-22	1	2	
5845	2225	2022-01-18	2022-02-02	0		
5847	4644	2022-01-17	2022-02-23	1	4	2
5852	6637	2022-01-21	2022-02-14	0		
5854	6340	2022-01-24				
5855	7017	2022-01-20	2022-02-25	1	4	4
5861	782	2022-01-28				
5863	7204	2022-02-25				
5864	5683	2022-01-26				
5870	3648	2022-02-21				
5871	2517	2022-01-25	2022-02-28	1		
5876	5535	2022-01-21	2022-02-14	0		
5877	6266	2022-01-27				
5881	740	2022-01-17	2022-02-09	1	1	1
5888	3721	2022-02-18				
5888	7444	2022-01-18	2022-02-07	0		
5890	7013	2022-02-07				
5891	1132	2022-01-27	2022-02-08	1	1	4
5894	3330	2022-02-17	2022-02-24	1	1	1
5898	6732	2022-02-25				
5900	1036	2022-01-28				
5901	3348	2022-02-23				
5903	1983	2022-02-11				
5905	1426	2022-01-27	2022-02-02	1	2	4
5907	980	2022-02-01				
5908	6612	2022-01-21	2022-02-07	1	5	2
5911	1958	2022-01-17	2022-01-21	1	1	3
5912	6562	2022-01-21	2022-01-24	1	4	4
5922	1096	2022-01-18				
5933	5357	2022-01-18	2022-02-04	1	3	3
5934	6570	2022-01-17	2022-01-19	1	3	4
